,pair,freq
7116,furosemide/C0235886,155
7117,digoxin/C0231749,4
7118,loperamide/C0234215,7
7119,loperamide/C0033774,8
7120,metolazone/C0027497,22
7121,metolazone/C0853891,3
7122,digoxin/C0241136,20
7123,loperamide/C0037274,4
7124,milrinone/C0858219,3
7125,colchicine/C0027497,16
7126,digoxin/C0231255,103
7127,metoprolol/C0235886,138
7128,colchicine/C0231749,4
7129,metolazone/C0016512,4
7130,potassium/C0574002,126
7131,phenylephrine/C0574002,21
7132,colchicine/C0863084,3
7133,metolazone/C2004489,90
7134,potassium/C0016512,39
7135,colchicine/C0000737,9
7136,ibuprofen/C0028259,31
7137,milrinone/C0234238,59
7138,captopril/C0000737,47
7139,colchicine/C0028259,8
7140,captopril/C0028259,37
7141,raltegravir/C0026837,1
7142,etravirine/C0030193,6
7143,raltegravir/C0010200,9
7144,raltegravir/C0234238,9
7145,etravirine/C0015970,4
7146,cinacalcet/C0026837,4
7147,hydralazine/C0026837,57
7148,raltegravir/C0042963,5
7149,etravirine/C0026837,1
7150,lamivudine/C0234238,19
7151,fexofenadine/C0015970,5
7152,raltegravir/C0239134,9
7153,lamivudine/C0041834,3
7154,etravirine/C0234238,5
7155,lamivudine/C0026837,3
7156,lamivudine/C0030193,39
7157,etravirine/C0010200,5
7158,cinacalcet/C0234238,17
7159,fexofenadine/C0010200,57
7160,etravirine/C0239134,5
7161,lamivudine/C0239134,19
7162,cinacalcet/C0015970,8
7163,etravirine/C0042963,1
7164,fexofenadine/C0239134,57
7165,lamivudine/C0010200,19
7166,cinacalcet/C0041834,7
7167,raltegravir/C2004489,6
7168,etravirine/C0041834,3
7169,raltegravir/C0015970,7
7170,etravirine/C2004489,3
7171,raltegravir/C0030193,13
7172,lamivudine/C0015970,6
7173,cinacalcet/C2004489,18
7174,lamivudine/C0042963,18
7175,fexofenadine/C0026837,2
7176,raltegravir/C0041834,5
7177,fexofenadine/C0042963,30
7178,nifedipine/C0026837,7
7179,gabapentin/C0026837,28
7180,cefazolin/C0232695,37
7181,neostigmine/C0232695,46
7182,phenylephrine/C0232695,118
7183,glycopyrrolate/C0232695,47
7184,nitroglycerin/C0232695,72
7185,cefazolin/C0231875,18
7186,oxycodone/C0023182,2
7187,lorazepam/C0239266,6
7188,diltiazem/C0016512,6
7189,diltiazem/C0004604,70
7190,ciprofloxacin/C0024031,36
7191,diltiazem/C0023380,118
7192,colchicine/C0239377,6
7193,potassium/C0239266,13
7194,pantoprazole/C0024031,108
7195,lorazepam/C0948786,68
7196,lorazepam/C0023182,1
7197,metoprolol/C0239377,77
7198,colchicine/C0740441,8
7199,midazolam/C0239266,5
7200,potassium/C0235309,22
7201,midazolam/C0574002,39
7202,potassium/C0543392,64
7203,diltiazem/C0024031,23
7204,fentanyl/C0016512,17
7205,oxycodone/C0239377,24
7206,pantoprazole/C0574002,70
7207,diltiazem/C0235886,23
7208,lorazepam/C0574002,36
7209,metoprolol/C0239266,11
7210,oxycodone/C0235309,4
7211,diltiazem/C0235309,4
7212,lorazepam/C0235886,56
7213,diltiazem/C0239377,7
7214,haloperidol/C0024031,25
7215,fentanyl/C0239266,6
7216,pantoprazole/C0016512,34
7217,lorazepam/C0239340,40
7218,diltiazem/C0004093,181
7219,pantoprazole/C0023182,2
7220,oxycodone/C0239340,15
7221,colchicine/C0239266,3
7222,lorazepam/C0239377,52
7223,diltiazem/C0024790,21
7224,colchicine/C0004093,26
7225,colchicine/C0085631,21
7226,midazolam/C0239340,46
7227,pantoprazole/C0239266,8
7228,midazolam/C0024031,44
7229,metoprolol/C0023182,4
7230,diltiazem/C0239340,16
7231,colchicine/C0235309,1
7232,fentanyl/C0023182,6
7233,phenylephrine/C0239377,29
7234,lorazepam/C0235309,13
7235,lorazepam/C0016512,21
7236,colchicine/C0004604,12
7237,colchicine/C0023380,17
7238,colchicine/C0024031,1
7239,ciprofloxacin/C0235309,6
7240,pantoprazole/C0235886,107
7241,metoprolol/C0235309,23
7242,ciprofloxacin/C0016512,15
7243,diltiazem/C0574002,16
7244,midazolam/C0235886,51
7245,oxycodone/C0024790,28
7246,phenylephrine/C0024031,32
7247,oxycodone/C0948786,21
7248,oxycodone/C0543392,12
7249,acetaminophen/C0543392,63
7250,colchicine/C0024790,5
7251,diltiazem/C0239266,2
7252,phenylephrine/C0024790,49
7253,phenylephrine/C0023182,3
7254,diltiazem/C0543392,3
7255,oxycodone/C0235886,23
7256,pantoprazole/C0239377,49
7257,oxycodone/C0574002,14
7258,diltiazem/C0085631,192
7259,pantoprazole/C0235309,18
7260,acetaminophen/C0239377,96
7261,oxycodone/C0024031,53
7262,midazolam/C0016512,14
7263,colchicine/C0401151,8
7264,colchicine/C0543392,1
7265,acetaminophen/C0023182,7
7266,diltiazem/C0023182,1
7267,ciprofloxacin/C0239266,3
7268,oxycodone/C0239266,4
7269,midazolam/C0023182,4
7270,midazolam/C0239377,20
7271,haloperidol/C0543392,7
7272,colchicine/C0023182,1
7273,niacin/C0024031,3
7274,fentanyl/C0236000,9
7275,niacin/C0234238,20
7276,metformin/C0234215,7
7277,niacin/C0010200,20
7278,hydralazine/C0024031,45
7279,niacin/C0236000,1
7280,nitroglycerin/C0236000,10
7281,metformin/C0023380,11
7282,metformin/C0553668,51
7283,niacin/C0004604,4
7284,famotidine/C0002962,76
7285,heparin/C0236000,23
7286,metformin/C0236000,2
7287,niacin/C0023380,9
7288,hydralazine/C0002962,90
7289,hydralazine/C0236000,8
7290,niacin/C0027497,7
7291,niacin/C0234215,7
7292,nitroglycerin/C0024031,37
7293,metoprolol/C0236000,19
7294,metformin/C0234238,54
7295,metformin/C0030552,3
7296,metformin/C0040822,8
7297,acetaminophen/C0236000,33
7298,metformin/C0024031,4
7299,niacin/C0239134,20
7300,metformin/C0008031,28
7301,fentanyl/C0002962,68
7302,metformin/C0004604,16
7303,niacin/C0004093,10
7304,metformin/C0002962,16
7305,famotidine/C0236000,16
7306,metformin/C0004093,27
7307,niacin/C0030552,1
7308,ibuprofen/C0040822,46
7309,clindamycin/C0015970,32
7310,clindamycin/C0042963,41
7311,furosemide/C0028643,47
7312,amiodarone/C0028643,15
7313,amiodarone/C0028259,45
7314,metoclopramide/C0028643,30
7315,captopril/C0028643,8
7316,dolasetron/C0042963,6
7317,latanoprost/C0042963,34
7318,latanoprost/C0231255,29
7319,ceftazidime/C0856054,17
7320,hydralazine/C0856054,85
7321,amlodipine/C0234369,7
7322,haloperidol/C0234369,34
7323,esmolol/C0856054,4
7324,ceftazidime/C0234369,4
7325,methylprednisolone/C0521516,2
7326,heparin/C0521516,14
7327,tacrolimus/C0521516,1
7328,tacrolimus/C0231528,3
7329,acetaminophen/C0521516,14
7330,hydralazine/C0521516,7
7331,tacrolimus/C0042571,6
7332,methylprednisolone/C0042571,19
7333,hydralazine/C0231528,30
7334,furosemide/C0239377,50
7335,cefazolin/C0042963,174
7336,atropine/C0028259,24
7337,midazolam/C0040460,5
7338,acyclovir/C0040460,1
7339,doxycycline/C0856054,2
7340,lorazepam/C0040460,9
7341,doxycycline/C0234238,22
7342,potassium/C0040460,9
7343,doxycycline/C0033774,14
7344,ceftriaxone/C0040460,4
7345,pantoprazole/C0040460,8
7346,heparin/C0040460,10
7347,fentanyl/C0040460,5
7348,doxycycline/C0035508,15
7349,doxycycline/C0040460,1
7350,doxycycline/C0043144,11
7351,famotidine/C3665346,18
7352,ondansetron/C3665346,12
7353,nimodipine/C3665346,9
7354,potassium/C3665346,23
7355,heparin/C3665346,20
7356,acetaminophen/C3665346,28
7357,ketorolac/C0024790,3
7358,nitroglycerin/C0024790,22
7359,metoclopramide/C0024790,39
7360,cefazolin/C0024790,9
7361,cefepime/C0000737,135
7362,leucovorin/C0027497,3
7363,dolasetron/C0000737,12
7364,loperamide/C0042963,20
7365,dolasetron/C0028259,13
7366,leucovorin/C0401151,2
7367,bupropion/C0740441,13
7368,bupropion/C0401151,13
7369,cyclophosphamide/C0028259,5
7370,leucovorin/C0000737,6
7371,leucovorin/C0030193,16
7372,bupropion/C0231255,23
7373,dolasetron/C0027497,6
7374,bupropion/C0000737,21
7375,dolasetron/C0401151,2
7376,leucovorin/C0042963,6
7377,bupropion/C0042963,40
7378,citalopram/C0231255,75
7379,dolasetron/C0030193,26
7380,dolasetron/C0740441,2
7381,loperamide/C0000737,23
7382,cefepime/C0027497,141
7383,bupropion/C0027497,43
7384,leucovorin/C0231255,6
7385,oxycodone/C0235299,38
7386,dexamethasone/C0028259,35
7387,allopurinol/C0028259,24
7388,leucovorin/C0740441,2
7389,ketorolac/C0235108,14
7390,zolpidem/C0007859,13
7391,cyclobenzaprine/C0234238,16
7392,cyclobenzaprine/C0007859,1
7393,cyclobenzaprine/C0231255,10
7394,venlafaxine/C0007859,3
7395,metoprolol/C0018681,106
7396,cyclobenzaprine/C0018681,4
7397,venlafaxine/C0004604,25
7398,pantoprazole/C0007859,110
7399,ketorolac/C0018681,17
7400,metoclopramide/C0018681,27
7401,venlafaxine/C0018681,6
7402,midazolam/C0018681,29
7403,diazepam/C0007859,33
7404,diazepam/C0018681,20
7405,cyclobenzaprine/C0235108,5
7406,diazepam/C0004604,98
7407,zolpidem/C0018681,16
7408,venlafaxine/C0235108,3
7409,olanzapine/C0041834,96
7410,olanzapine/C0024031,21
7411,clonazepam/C0040822,18
7412,clindamycin/C0085631,62
7413,clindamycin/C0016382,16
7414,clindamycin/C0024031,6
7415,olanzapine/C0004604,65
7416,nicotine/C0016382,10
7417,nicotine/C0041834,27
7418,metoclopramide/C0041582,13
7419,nitroglycerin/C0020440,13
7420,furosemide/C0333243,165
7421,acetaminophen/C0041582,62
7422,hydralazine/C0020440,29
7423,miconazole/C0235886,20
7424,donepezil/C2129214,11
7425,donepezil/C0035508,22
7426,furosemide/C0041582,26
7427,donepezil/C0020440,2
7428,ceftriaxone/C0041582,7
7429,donepezil/C0235886,4
7430,metoclopramide/C0521172,13
7431,miconazole/C0333243,29
7432,miconazole/C0574002,15
7433,heparin/C0521172,64
7434,miconazole/C0239819,6
7435,fentanyl/C0239819,24
7436,donepezil/C0401151,17
7437,donepezil/C0333243,2
7438,ceftriaxone/C0039070,61
7439,donepezil/C0239340,4
7440,miconazole/C0239340,16
7441,midazolam/C0221170,41
7442,donepezil/C0023380,21
7443,donepezil/C0043144,17
7444,heparin/C0239819,31
7445,donepezil/C0574002,4
7446,donepezil/C0239819,2
7447,donepezil/C0740441,17
7448,donepezil/C0041834,15
7449,acetaminophen/C0333243,150
7450,donepezil/C0085631,31
7451,metoclopramide/C0333243,36
7452,pantoprazole/C0041582,55
7453,haloperidol/C0039070,73
7454,salmeterol/C0028259,16
7455,salmeterol/C0856054,11
7456,lansoprazole/C0039070,66
7457,phentolamine/C0476273,4
7458,indomethacin/C0231218,90
7459,metronidazole/C0333243,56
7460,amiodarone/C0333243,46
7461,amiodarone/C1321898,20
7462,amiodarone/C0030232,51
7463,ciprofloxacin/C1321898,55
7464,metronidazole/C0020175,15
7465,amiodarone/C0009806,50
7466,ciprofloxacin/C0333243,37
7467,donepezil/C0232602,2
7468,atorvastatin/C0030232,49
7469,donepezil/C1321898,4
7470,donepezil/C0030232,7
7471,donepezil/C0231255,15
7472,memantine/C0231218,11
7473,memantine/C0231255,1
7474,atorvastatin/C0232602,36
7475,fentanyl/C0020175,45
7476,amitriptyline/C0039070,4
7477,amitriptyline/C0030193,61
7478,octreotide/C0030193,132
7479,octreotide/C0039070,10
7480,octreotide/C0027497,52
7481,sertraline/C0039070,29
7482,hydromorphone/C0039070,113
7483,sertraline/C0020175,5
7484,ondansetron/C0020175,48
7485,octreotide/C0042963,106
7486,ceftriaxone/C0020175,10
7487,amitriptyline/C0042963,25
7488,octreotide/C0020175,3
7489,amitriptyline/C0020175,4
7490,amitriptyline/C0231218,66
7491,bupropion/C0232695,8
7492,hydralazine/C0232695,60
7493,bupropion/C0035508,28
7494,bupropion/C0004134,16
7495,lisinopril/C0232695,8
7496,simvastatin/C0004134,132
7497,phenylephrine/C0037384,20
7498,lisinopril/C0038450,10
7499,hydromorphone/C0232695,96
7500,bupropion/C0010200,78
7501,bupropion/C0239134,78
7502,phenylephrine/C0038450,19
7503,metoclopramide/C0038450,12
7504,cefazolin/C0038450,11
7505,simvastatin/C0037384,14
7506,metoprolol/C0038450,48
7507,simvastatin/C0038450,11
7508,potassium/C0038450,75
7509,cefazolin/C0037384,7
7510,bupropion/C0038450,2
7511,bupropion/C0037384,3
7512,furosemide/C0038450,58
7513,simvastatin/C0232695,47
7514,nitroglycerin/C0038450,14
7515,lisinopril/C0004134,56
7516,lisinopril/C0037384,13
7517,esmolol/C2004489,74
7518,hydralazine/C0028259,71
7519,haloperidol/C0028259,54
7520,amlodipine/C0028259,21
7521,nicotine/C0028259,16
7522,olanzapine/C0028259,19
7523,risperidone/C2004489,43
7524,amiodarone/C0236000,6
7525,simvastatin/C0236000,6
7526,metoclopramide/C0026837,63
7527,dexmedetomidine/C0234238,95
7528,dexmedetomidine/C0239134,158
7529,simvastatin/C0002962,137
7530,amiodarone/C0002962,93
7531,ketorolac/C0026837,21
7532,phenylephrine/C0236000,9
7533,neostigmine/C0236000,4
7534,dexmedetomidine/C0236000,3
7535,potassium/C0236000,31
7536,glycopyrrolate/C0236000,5
7537,dexmedetomidine/C0026837,10
7538,amiodarone/C0026837,44
7539,ketorolac/C0236000,7
7540,metoclopramide/C0236000,10
7541,finasteride/C0856054,4
7542,loperamide/C0856054,3
7543,metoprolol/C0152165,6
7544,metoclopramide/C0152165,5
7545,furosemide/C0152165,8
7546,linezolid/C0344232,5
7547,ondansetron/C0152165,7
7548,pantoprazole/C0152165,6
7549,oxycodone/C0856054,34
7550,paroxetine/C0152165,1
7551,linezolid/C0085593,16
7552,oxycodone/C0152165,3
7553,paroxetine/C0856054,3
7554,zolpidem/C0152165,1
7555,zolpidem/C0856054,24
7556,paroxetine/C0027497,29
7557,diazepam/C0152165,2
7558,paroxetine/C0042963,25
7559,potassium/C0152165,10
7560,pantoprazole/C0085636,10
7561,acyclovir/C0018681,16
7562,famotidine/C0018681,117
7563,famotidine/C0085636,14
7564,doxycycline/C0009806,4
7565,doxycycline/C0085636,2
7566,doxycycline/C0018681,4
7567,acyclovir/C0085636,6
7568,metoprolol/C0085636,5
7569,acyclovir/C0009806,14
7570,nesiritide/C0034642,6
7571,megestrol/C0034642,3
7572,captopril/C0042963,66
7573,midazolam/C0012833,62
7574,fentanyl/C0042571,76
7575,ezetimibe/C0231528,5
7576,allopurinol/C0042571,16
7577,allopurinol/C0231528,10
7578,ezetimibe/C0012833,5
7579,ezetimibe/C0042571,5
7580,allopurinol/C0012833,14
7581,midazolam/C0042571,53
7582,ezetimibe/C0015672,5
7583,diltiazem/C0028259,52
7584,clonazepam/C0521516,1
7585,pentamidine/C0231218,10
7586,doxycycline/C0086439,21
7587,pentamidine/C0086439,6
7588,ondansetron/C1291077,24
7589,ciprofloxacin/C0015672,63
7590,desmopressin/C0553668,67
7591,cefepime/C0026837,55
7592,desmopressin/C0026837,8
7593,cefepime/C0543392,9
7594,omeprazole/C0003862,7
7595,simvastatin/C0231528,22
7596,omeprazole/C0039070,49
7597,omeprazole/C0231528,25
7598,hydralazine/C0026961,19
7599,pantoprazole/C0026961,24
7600,acetaminophen/C0026961,33
7601,ceftriaxone/C0026961,8
7602,metronidazole/C0026961,9
7603,miconazole/C0026961,7
7604,miconazole/C0024031,20
7605,furosemide/C0024031,101
7606,fluticasone/C0024031,16
7607,miconazole/C0004604,60
7608,cefepime/C0024031,22
7609,clindamycin/C0221232,13
7610,phenytoin/C0030552,41
7611,ibuprofen/C0030552,11
7612,clindamycin/C0023380,30
7613,nimodipine/C0009806,5
7614,nimodipine/C0027497,26
7615,clindamycin/C0232602,7
7616,pravastatin/C0024790,4
7617,olanzapine/C0027497,95
7618,nimodipine/C0007859,16
7619,metoclopramide/C0232602,45
7620,phenytoin/C0009806,20
7621,dexmedetomidine/C0030552,4
7622,nimodipine/C0024790,1
7623,clindamycin/C0027497,33
7624,clindamycin/C0030552,6
7625,clindamycin/C0009806,4
7626,nimodipine/C0010200,39
7627,nimodipine/C0023380,34
7628,pravastatin/C0009806,8
7629,phenytoin/C0024790,20
7630,levetiracetam/C0007859,21
7631,nimodipine/C0221232,2
7632,dexmedetomidine/C0007859,5
7633,pravastatin/C0030552,7
7634,ibuprofen/C0232602,9
7635,levetiracetam/C0221232,36
7636,phenytoin/C0027497,109
7637,nimodipine/C0232602,4
7638,pravastatin/C0232602,2
7639,dexmedetomidine/C0042963,26
7640,olanzapine/C0030552,25
7641,hydralazine/C0024790,26
7642,nimodipine/C0239134,39
7643,clindamycin/C0007859,16
7644,pravastatin/C0042963,28
7645,olanzapine/C0221232,10
7646,nimodipine/C0015970,21
7647,olanzapine/C0232602,16
7648,olanzapine/C0007859,18
7649,dexmedetomidine/C0027497,24
7650,phenytoin/C0221232,24
7651,ibuprofen/C0024790,14
7652,dexmedetomidine/C0221232,15
7653,nimodipine/C0030552,12
7654,pravastatin/C0023380,17
7655,pravastatin/C0027497,37
7656,amlodipine/C0039070,39
7657,bupropion/C0040822,18
7658,bupropion/C0015672,12
7659,bupropion/C0043144,25
7660,labetalol/C0015672,20
7661,quetiapine/C0039070,20
7662,fluticasone/C0085594,5
7663,desmopressin/C0034642,22
7664,azithromycin/C0039070,29
7665,quetiapine/C0013428,4
7666,quetiapine/C0085594,2
7667,sertraline/C0015672,15
7668,labetalol/C0040822,57
7669,ceftriaxone/C0040822,67
7670,bupropion/C0039070,12
7671,amlodipine/C0085594,4
7672,ceftriaxone/C0013428,23
7673,amlodipine/C0013428,10
7674,bupropion/C0013428,3
7675,bupropion/C0034642,33
7676,fluticasone/C0085593,40
7677,trazodone/C0013428,16
7678,quetiapine/C0034642,63
7679,trazodone/C0039070,41
7680,desmopressin/C0035508,29
7681,desmopressin/C0015672,8
7682,amlodipine/C0015672,32
7683,desmopressin/C0043144,15
7684,nitroglycerin/C0015672,78
7685,gabapentin/C0015672,26
7686,desmopressin/C0013428,3
7687,gabapentin/C0039070,37
7688,fluticasone/C0015672,25
7689,sertraline/C0040822,13
7690,amlodipine/C0085593,28
7691,desmopressin/C0085594,1
7692,desmopressin/C0039070,9
7693,fluticasone/C0013428,10
7694,quetiapine/C0085593,11
7695,bupropion/C0085594,4
7696,bupropion/C0085593,16
7697,fluticasone/C0039070,42
7698,sertraline/C0013428,2
7699,fluticasone/C0040822,29
7700,nitroglycerin/C0085594,9
7701,desmopressin/C0040822,5
7702,labetalol/C0043144,93
7703,pravastatin/C0015672,15
7704,metoprolol/C0743323,11
7705,pantoprazole/C0743323,12
7706,potassium/C0743323,12
7707,diltiazem/C0743323,5
7708,furosemide/C0743323,9
7709,acetaminophen/C0743323,13
7710,alendronate/C0743323,1
7711,travoprost/C0010200,4
7712,travoprost/C0231218,4
7713,travoprost/C0234238,2
7714,travoprost/C0553668,3
7715,dorzolamide/C2004489,47
7716,travoprost/C0239134,4
7717,travoprost/C2004489,3
7718,dorzolamide/C0239134,34
7719,dorzolamide/C0234238,24
7720,dorzolamide/C0010200,34
7721,olanzapine/C0231856,4
7722,furosemide/C0231856,20
7723,olanzapine/C0856054,43
7724,acetaminophen/C0231856,29
7725,lorazepam/C0231856,16
7726,nesiritide/C0234238,25
7727,clopidogrel/C0231856,5
7728,nesiritide/C0856054,5
7729,nesiritide/C0553668,49
7730,nitroglycerin/C0231856,7
7731,atorvastatin/C0231856,7
7732,haloperidol/C0231856,4
7733,diltiazem/C0034642,172
7734,nitroglycerin/C0015970,70
7735,cisatracurium/C0030232,12
7736,zolpidem/C0392171,2
7737,zolpidem/C0009806,31
7738,simvastatin/C0005747,2
7739,glycopyrrolate/C0015970,20
7740,fentanyl/C0085624,23
7741,finasteride/C0086439,32
7742,finasteride/C0015644,4
7743,atorvastatin/C0392171,2
7744,neostigmine/C0030232,12
7745,eptifibatide/C0042963,24
7746,atorvastatin/C0009806,73
7747,atropine/C0392171,1
7748,finasteride/C2004489,52
7749,clopidogrel/C0392171,1
7750,midazolam/C0235710,15
7751,fentanyl/C0392171,7
7752,nitroglycerin/C0030232,49
7753,finasteride/C0042963,20
7754,finasteride/C0027497,23
7755,atropine/C0184567,35
7756,glycopyrrolate/C0030232,13
7757,zolpidem/C0030232,14
7758,finasteride/C0184567,18
7759,potassium/C0005747,9
7760,cisatracurium/C0005747,10
7761,finasteride/C0392171,1
7762,furosemide/C0005747,6
7763,midazolam/C0005747,9
7764,eptifibatide/C0184567,9
7765,finasteride/C0034642,18
7766,metoclopramide/C0005747,3
7767,metoprolol/C0392171,2
7768,finasteride/C0231530,4
7769,acetaminophen/C0392171,10
7770,glycopyrrolate/C0005747,3
7771,finasteride/C0005747,1
7772,zolpidem/C0184567,60
7773,ondansetron/C0392171,2
7774,finasteride/C0008031,26
7775,finasteride/C0009806,12
7776,atorvastatin/C0235710,53
7777,eptifibatide/C0392171,1
7778,neostigmine/C0005747,2
7779,heparin/C0392171,7
7780,fentanyl/C0005747,10
7781,zolpidem/C0235710,8
7782,finasteride/C0085624,1
7783,midazolam/C0392171,6
7784,atropine/C0235710,19
7785,midazolam/C0085624,16
7786,phenylephrine/C0005747,7
7787,finasteride/C0033774,13
7788,finasteride/C0015970,3
7789,eptifibatide/C0235710,14
7790,neostigmine/C0015970,10
7791,clopidogrel/C0235710,39
7792,furosemide/C0392171,3
7793,clopidogrel/C0009806,34
7794,amiodarone/C0005747,3
7795,nitroglycerin/C0005747,3
7796,heparin/C0005747,6
7797,lorazepam/C0392171,1
7798,finasteride/C0030232,4
7799,clopidogrel/C0030232,36
7800,acetaminophen/C0005747,6
7801,furosemide/C0231530,98
7802,finasteride/C0235710,1
7803,lisinopril/C0549209,1
7804,heparin/C0241310,5
7805,quetiapine/C0581870,1
7806,lisinopril/C0027769,10
7807,quetiapine/C0027769,8
7808,citalopram/C0020175,14
7809,citalopram/C0004604,58
7810,metoprolol/C0549209,1
7811,atorvastatin/C0027769,24
7812,hydromorphone/C0549209,2
7813,diltiazem/C0687713,4
7814,diltiazem/C0042963,111
7815,citalopram/C0027769,9
7816,metoprolol/C0027769,49
7817,atorvastatin/C0241310,2
7818,potassium/C0241310,3
7819,lisinopril/C0581870,1
7820,atorvastatin/C0549209,1
7821,quetiapine/C0232498,9
7822,citalopram/C0549209,1
7823,acetaminophen/C0549209,2
7824,ondansetron/C0241310,1
7825,potassium/C0581870,1
7826,lisinopril/C0020175,12
7827,lisinopril/C0241310,2
7828,heparin/C0549209,2
7829,heparin/C0581870,1
7830,citalopram/C0241310,1
7831,diltiazem/C0232498,17
7832,potassium/C0549209,2
7833,atorvastatin/C0020175,21
7834,acetaminophen/C0241310,4
7835,quetiapine/C0241310,1
7836,ondansetron/C0549209,1
7837,citalopram/C0581870,1
7838,atorvastatin/C0687713,8
7839,atorvastatin/C0581870,1
7840,quetiapine/C0020175,7
7841,hydromorphone/C0241310,2
7842,metoprolol/C0241310,2
7843,quetiapine/C0042963,56
7844,metoprolol/C0581870,1
7845,hydromorphone/C0581870,1
7846,lisinopril/C0232498,24
7847,ondansetron/C0581870,1
7848,atorvastatin/C0232498,28
7849,acetaminophen/C0581870,1
7850,quetiapine/C0549209,1
7851,metoprolol/C0235299,126
7852,furosemide/C0235744,10
7853,ondansetron/C0235744,6
7854,potassium/C0235744,9
7855,metoprolol/C0235744,9
7856,midazolam/C0232493,30
7857,heparin/C0235744,11
7858,midazolam/C0221512,34
7859,midazolam/C0235299,52
7860,potassium/C0549335,16
7861,lorazepam/C0235299,84
7862,furosemide/C0235299,100
7863,lorazepam/C0235744,11
7864,midazolam/C0235744,3
7865,metronidazole/C0549335,5
7866,pantoprazole/C0235744,10
7867,metronidazole/C0235744,6
7868,nitroglycerin/C0392674,11
7869,nitroglycerin/C0028961,71
7870,metoclopramide/C0015468,8
7871,lansoprazole/C0281856,20
7872,furosemide/C0278151,9
7873,potassium/C0015467,29
7874,potassium/C0392674,52
7875,nitroglycerin/C0856099,30
7876,levetiracetam/C0281856,17
7877,levetiracetam/C0028961,26
7878,levetiracetam/C0015468,17
7879,phenylephrine/C0856099,77
7880,potassium/C0015468,46
7881,midodrine/C0030552,5
7882,metoclopramide/C0278151,7
7883,midodrine/C0242429,4
7884,nitroglycerin/C0015467,4
7885,cefazolin/C0278151,2
7886,neostigmine/C0015467,3
7887,furosemide/C0392674,36
7888,lorazepam/C0015467,21
7889,acetaminophen/C0015467,22
7890,nitroglycerin/C0278151,4
7891,glycopyrrolate/C0856099,10
7892,acetaminophen/C0278151,22
7893,neostigmine/C0015468,3
7894,lorazepam/C0015468,29
7895,levetiracetam/C0392674,2
7896,lorazepam/C0242429,58
7897,metoclopramide/C0392674,16
7898,furosemide/C0015467,9
7899,neostigmine/C0856099,8
7900,metoclopramide/C0028259,59
7901,glycopyrrolate/C0015467,3
7902,levetiracetam/C0242429,8
7903,levetiracetam/C0015467,16
7904,metoclopramide/C0015467,7
7905,glycopyrrolate/C0278151,3
7906,cefazolin/C0231530,34
7907,midazolam/C0015467,18
7908,lorazepam/C0278151,21
7909,cefazolin/C0856099,22
7910,cefazolin/C0015468,6
7911,potassium/C0278151,29
7912,lorazepam/C0281856,66
7913,levetiracetam/C0278151,16
7914,midodrine/C0281856,4
7915,midodrine/C0028259,7
7916,phenylephrine/C0015467,12
7917,neostigmine/C0278151,3
7918,levetiracetam/C0028259,21
7919,glycopyrrolate/C0015468,3
7920,midodrine/C0234215,29
7921,phenylephrine/C0278151,12
7922,midazolam/C0278151,18
7923,cefazolin/C0015467,2
7924,midazolam/C0015468,22
7925,nitroglycerin/C0015468,4
7926,cefazolin/C0015644,34
7927,carvedilol/C0015970,22
7928,latanoprost/C0043144,27
7929,latanoprost/C0239134,79
7930,latanoprost/C0004093,57
7931,carvedilol/C0028081,3
7932,acetaminophen/C0028081,28
7933,trazodone/C0028081,4
7934,atorvastatin/C0028081,4
7935,citalopram/C0231875,28
7936,latanoprost/C0023380,34
7937,carvedilol/C0850149,32
7938,lisinopril/C0231875,43
7939,latanoprost/C0028081,1
7940,lisinopril/C0850149,52
7941,citalopram/C0850149,29
7942,citalopram/C0028081,4
7943,lansoprazole/C0028081,3
7944,lisinopril/C0028081,6
7945,latanoprost/C0850149,9
7946,omeprazole/C0231875,38
7947,citalopram/C0034642,95
7948,latanoprost/C0015970,10
7949,potassium/C0028081,31
7950,furosemide/C0028081,18
7951,latanoprost/C0034642,36
7952,latanoprost/C0553668,93
7953,latanoprost/C0231875,6
7954,lisinopril/C0034642,209
7955,latanoprost/C0010200,79
7956,latanoprost/C0035508,37
7957,haloperidol/C0027424,3
7958,levetiracetam/C0027424,3
7959,metoprolol/C0027424,18
7960,lisinopril/C0027424,9
7961,phenytoin/C0027424,3
7962,lorazepam/C0027424,16
7963,furosemide/C0027424,16
7964,methylprednisolone/C0401149,3
7965,azithromycin/C0401149,4
7966,metoprolol/C0401149,25
7967,potassium/C0401149,30
7968,acetaminophen/C0401149,27
7969,ceftriaxone/C0401149,5
7970,methylprednisolone/C0859032,13
7971,salmeterol/C0401149,3
7972,salmeterol/C0009806,5
7973,cefepime/C0015644,30
7974,olanzapine/C0221161,14
7975,acetaminophen/C0235309,23
7976,paroxetine/C0041834,17
7977,trazodone/C0015644,7
7978,midazolam/C0438716,9
7979,cefpodoxime/C0553668,16
7980,cefepime/C0700590,19
7981,amiodarone/C0235309,6
7982,paroxetine/C0004093,35
7983,amiodarone/C0024790,46
7984,cefpodoxime/C0850149,2
7985,meropenem/C0438716,5
7986,azithromycin/C0438716,6
7987,ibuprofen/C0858854,10
7988,paroxetine/C0438716,2
7989,midazolam/C0235309,4
7990,cefpodoxime/C0024790,1
7991,cefpodoxime/C0004093,6
7992,heparin/C0235309,20
