,unex_pair,freq
8642,potassium/C0041582,21
8643,trazodone/C0004134,12
8644,cefazolin/C0039070,25
8645,metoprolol/C0041582,17
8646,labetalol/C0856054,20
8647,phenytoin/C0041582,8
8648,phenytoin/C0004134,36
8649,fluconazole/C0004134,57
8650,fluconazole/C0856054,10
8651,amlodipine/C0039070,13
8652,allopurinol/C0040822,16
8653,allopurinol/C0856054,7
8654,nitroglycerin/C0009806,29
8655,allopurinol/C0205204,5
8656,hydralazine/C0205204,22
8657,clonidine/C0856054,8
8658,clonidine/C0039070,12
8659,nitroglycerin/C0205204,7
8660,clonidine/C0023380,43
8661,allopurinol/C0948786,9
8662,amlodipine/C0205204,5
8663,allopurinol/C0004134,19
8664,clonidine/C0009806,8
8665,allopurinol/C0009806,13
8666,allopurinol/C0231255,34
8667,cefazolin/C0030252,1
8668,hydromorphone/C0030252,1
8669,pravastatin/C0015672,6
8670,potassium/C0030252,4
8671,cefazolin/C0015672,13
8672,ketorolac/C0030252,1
8673,tenofovir/C0015672,3
8674,bupropion/C0015672,7
8675,abacavir/C0231218,4
8676,bupropion/C0030252,1
8677,metoclopramide/C0030252,2
8678,acetaminophen/C0030252,3
8679,tenofovir/C0234238,4
8680,pravastatin/C0030252,1
8681,abacavir/C0030252,1
8682,tenofovir/C0231218,3
8683,tenofovir/C0030252,1
8684,phenylephrine/C0030252,2
8685,tenofovir/C0030193,9
8686,pravastatin/C0030193,39
8687,abacavir/C0015672,2
8688,abacavir/C0030193,4
8689,abacavir/C0234238,4
8690,nitroglycerin/C0030252,1
8691,amiodarone/C0004134,65
8692,theophylline/C2004489,8
8693,lorazepam/C0232487,20
8694,meropenem/C0000737,42
8695,midazolam/C0232487,6
8696,fluconazole/C0232487,6
8697,meropenem/C0232487,3
8698,lamotrigine/C0030193,14
8699,cefazolin/C0042963,88
8700,timolol/C0476273,7
8701,cefuroxime/C0231255,1
8702,cefuroxime/C0476273,1
8703,mupirocin/C0231218,21
8704,timolol/C0042963,1
8705,cefuroxime/C0042963,1
8706,cefuroxime/C0234238,1
8707,mupirocin/C0042963,5
8708,mupirocin/C0476273,7
8709,argatroban/C0476273,2
8710,naproxen/C0008031,1
8711,argatroban/C0008031,2
8712,trazodone/C0232766,1
8713,carvedilol/C0232766,1
8714,amiodarone/C0232766,2
8715,atorvastatin/C0232766,1
8716,acetaminophen/C0232766,6
8717,pantoprazole/C0232766,12
8718,phenylephrine/C0009806,33
8719,allopurinol/C0232766,2
8720,oxybutynin/C0232766,1
8721,amiodarone/C0009806,29
8722,zolpidem/C0043144,32
8723,potassium/C0151315,7
8724,nimodipine/C0221170,3
8725,hydromorphone/C0151315,8
8726,nimodipine/C0009806,4
8727,hydromorphone/C0009806,45
8728,nimodipine/C0023380,28
8729,nimodipine/C0016204,5
8730,fentanyl/C0151315,5
8731,nimodipine/C0085631,20
8732,acetaminophen/C0151315,12
8733,levetiracetam/C0151315,3
8734,nimodipine/C0151315,2
8735,quinapril/C0002962,1
8736,triamcinolone/C0850149,4
8737,ceftriaxone/C0030232,19
8738,fluticasone/C0850149,22
8739,midazolam/C0850149,41
8740,azithromycin/C0033774,25
8741,ondansetron/C0019294,5
8742,clopidogrel/C0877134,1
8743,amiodarone/C0019270,3
8744,clopidogrel/C0000737,39
8745,ondansetron/C0877134,3
8746,acetaminophen/C0019270,13
8747,heparin/C0019294,21
8748,heparin/C0019270,9
8749,amiodarone/C0877134,3
8750,heparin/C0877134,9
8751,metoprolol/C0019294,16
8752,amiodarone/C0019294,4
8753,metoprolol/C0019270,6
8754,clopidogrel/C0019294,2
8755,acetaminophen/C0877134,13
8756,clopidogrel/C0019270,1
8757,metoprolol/C0877134,6
8758,ondansetron/C0019270,3
8759,pravastatin/C0000737,6
8760,metoprolol/C0232498,24
8761,fentanyl/C0268000,2
8762,methylprednisolone/C0268000,2
8763,midazolam/C0268000,2
8764,amiodarone/C0268000,1
8765,pantoprazole/C0268000,2
8766,desmopressin/C0268000,1
8767,cefazolin/C0268000,1
8768,metoprolol/C0268000,2
8769,famotidine/C0013428,3
8770,hydromorphone/C0013428,3
8771,metoprolol/C0013428,10
8772,amiodarone/C0013428,2
8773,olanzapine/C0013428,1
8774,lisinopril/C0013428,2
8775,potassium/C0013428,6
8776,diltiazem/C0013428,2
8777,levetiracetam/C0013428,2
8778,metronidazole/C0038450,5
8779,nifedipine/C0004134,2
8780,nifedipine/C0231255,8
8781,methylprednisolone/C0038450,5
8782,nifedipine/C0235108,4
8783,sildenafil/C0002962,1
8784,sildenafil/C0034642,4
8785,abacavir/C0034642,4
8786,fenofibrate/C0004093,2
8787,fenofibrate/C0234238,1
8788,sildenafil/C0231528,1
8789,fenofibrate/C0231528,1
8790,abacavir/C2129214,2
8791,lamivudine/C2129214,2
8792,metolazone/C0004093,16
8793,sildenafil/C0004093,4
8794,abacavir/C0086439,1
8795,lamivudine/C0086439,9
8796,abacavir/C0004093,2
8797,citalopram/C0231528,6
8798,lamivudine/C0004093,5
8799,lamivudine/C0231528,2
8800,sildenafil/C2004489,2
8801,sildenafil/C2129214,3
8802,abacavir/C0002962,1
8803,lamivudine/C0002962,1
8804,metolazone/C0231528,3
8805,sildenafil/C0234238,5
8806,fenofibrate/C0002962,1
8807,metolazone/C2129214,11
8808,azithromycin/C0002962,6
8809,citalopram/C0002962,15
8810,abacavir/C0231528,2
8811,sildenafil/C0086439,4
8812,terazosin/C0016382,3
8813,tamsulosin/C0086439,33
8814,tamsulosin/C0016382,5
8815,losartan/C0016382,3
8816,losartan/C0086439,13
8817,terazosin/C0086439,7
8818,valsartan/C0856054,3
8819,nicardipine/C0023380,46
8820,nicardipine/C0239134,38
8821,nicardipine/C0010200,38
8822,valsartan/C0023380,16
8823,timolol/C0856054,3
8824,latanoprost/C0856054,5
8825,cefazolin/C0023380,71
8826,cefepime/C0036396,6
8827,cefepime/C0948786,23
8828,lanthanum/C0401151,4
8829,cinacalcet/C0004093,8
8830,lanthanum/C0231218,7
8831,ceftazidime/C0037011,1
8832,lanthanum/C0740441,4
8833,oxycodone/C0027796,5
8834,lanthanum/C0010200,6
8835,sevelamer/C0401151,10
8836,labetalol/C2242996,3
8837,lanthanum/C0023380,4
8838,gabapentin/C0012833,9
8839,losartan/C2242996,1
8840,oxycodone/C0085594,4
8841,cinacalcet/C0037384,1
8842,lanthanum/C0027796,1
8843,sevelamer/C0037011,5
8844,atorvastatin/C2242996,7
8845,cinacalcet/C0401151,5
8846,sevelamer/C0740441,10
8847,omeprazole/C0027796,2
8848,omeprazole/C0037011,13
8849,pantoprazole/C2242996,9
8850,lisinopril/C2242996,3
8851,nitroglycerin/C0037011,35
8852,famotidine/C0027796,8
8853,lanthanum/C0239134,6
8854,ondansetron/C0027796,7
8855,lanthanum/C0037011,2
8856,losartan/C0235710,3
8857,citalopram/C0037011,8
8858,lanthanum/C0037384,1
8859,cinacalcet/C0740441,5
8860,metronidazole/C0037011,15
8861,paricalcitol/C0231218,3
8862,atenolol/C2242996,1
8863,cinacalcet/C0023380,7
8864,sevelamer/C0027796,1
8865,lanthanum/C0026821,1
8866,atenolol/C0235710,3
8867,heparin/C0027796,16
8868,cinacalcet/C0026821,2
8869,ondansetron/C0037011,44
8870,metronidazole/C0027796,6
8871,lisinopril/C0235710,10
8872,lorazepam/C0027796,7
8873,metronidazole/C0037384,5
8874,atenolol/C0234215,11
8875,paricalcitol/C0027796,1
8876,gabapentin/C0027796,12
8877,cinacalcet/C0027796,1
8878,lanthanum/C0234238,3
8879,ceftazidime/C0027796,1
8880,oxycodone/C0232498,7
8881,simvastatin/C0027796,6
8882,lanthanum/C0004093,8
8883,potassium/C0027796,14
8884,nitroglycerin/C0085594,2
8885,citalopram/C0027796,2
8886,cinacalcet/C0037011,2
8887,acetaminophen/C0027796,15
8888,paricalcitol/C0037011,1
8889,gabapentin/C0037011,18
8890,nitroglycerin/C0085593,15
8891,simvastatin/C0037011,19
8892,furosemide/C0232487,22
8893,tramadol/C0028961,10
8894,hydralazine/C0856099,27
8895,clopidogrel/C0232487,5
8896,atorvastatin/C0026821,13
8897,hydralazine/C0239377,20
8898,hydralazine/C0333243,19
8899,metolazone/C0239377,2
8900,potassium/C0239377,56
8901,tramadol/C0239377,5
8902,hydralazine/C0232487,8
8903,atorvastatin/C0856099,24
8904,atorvastatin/C0232487,9
8905,clopidogrel/C0026821,10
8906,metoclopramide/C0026821,18
8907,clopidogrel/C0239377,10
8908,clopidogrel/C2129214,22
8909,metoclopramide/C0239377,13
8910,haloperidol/C0026821,9
8911,hydralazine/C0028961,39
8912,tramadol/C0850149,14
8913,tramadol/C0004134,21
8914,tramadol/C0023380,35
8915,tramadol/C0232487,2
8916,tramadol/C0333243,5
8917,amiodarone/C0026821,14
8918,hydralazine/C0231875,37
8919,metolazone/C0859032,3
8920,tramadol/C0859032,12
8921,tramadol/C0026821,9
8922,clopidogrel/C0333243,13
8923,famotidine/C0030846,4
8924,olanzapine/C0030846,1
8925,ondansetron/C1321898,27
8926,diazepam/C2129214,19
8927,zolpidem/C0231875,9
8928,labetalol/C0030846,1
8929,labetalol/C0241136,11
8930,labetalol/C0037274,13
8931,hydromorphone/C1321898,15
8932,labetalol/C1504383,11
8933,labetalol/C0231875,8
8934,diltiazem/C0016382,26
8935,hydralazine/C1321898,16
8936,zolpidem/C0030846,1
8937,hydralazine/C0030846,2
8938,ondansetron/C0030846,1
8939,metronidazole/C0030846,1
8940,labetalol/C1321898,8
8941,zolpidem/C0024790,5
8942,diazepam/C1321898,6
8943,labetalol/C0863084,13
8944,diazepam/C0016204,5
8945,rifaximin/C0574068,2
8946,tamsulosin/C0231255,11
8947,tamsulosin/C0574068,1
8948,furosemide/C0574068,6
8949,phenytoin/C0574068,3
8950,nitroglycerin/C0016204,25
8951,ketorolac/C0016204,16
8952,miconazole/C0019209,7
8953,haloperidol/C0028961,35
8954,lorazepam/C0019209,10
8955,famotidine/C0019209,9
8956,latanoprost/C0019209,1
8957,cefepime/C0019209,4
8958,latanoprost/C0028961,9
8959,cefepime/C0020440,18
8960,paroxetine/C0028259,7
8961,cefepime/C0028259,16
8962,ondansetron/C0019209,12
8963,ibuprofen/C0019209,1
8964,latanoprost/C0028259,6
8965,haloperidol/C0019209,5
8966,latanoprost/C0020440,2
8967,paroxetine/C0020440,3
8968,ibuprofen/C0028961,7
8969,metoclopramide/C0020440,16
8970,metoclopramide/C0019209,9
8971,paroxetine/C0019209,2
8972,haloperidol/C0020440,11
8973,fentanyl/C0019209,13
8974,paroxetine/C0028961,5
8975,ketorolac/C0850149,17
8976,bupivacaine/C0023380,6
8977,bupivacaine/C0086439,12
8978,cefazolin/C0850149,21
8979,bupivacaine/C0008031,8
8980,ketorolac/C0004134,37
8981,bupivacaine/C0850149,4
8982,bupivacaine/C0859032,4
8983,bupivacaine/C0027497,19
8984,omeprazole/C0859032,14
8985,bupivacaine/C0004134,10
8986,amlodipine/C0004604,22
8987,fexofenadine/C0027497,12
8988,ceftriaxone/C0004604,24
8989,amlodipine/C0007859,9
8990,amlodipine/C0235108,9
8991,ondansetron/C1704212,12
8992,diltiazem/C0856054,8
8993,cefazolin/C0000737,19
8994,fexofenadine/C0000737,7
8995,fexofenadine/C1704212,3
8996,fexofenadine/C0028259,4
8997,trazodone/C0007859,3
8998,desmopressin/C0856054,3
8999,fentanyl/C0221161,56
9000,diltiazem/C0232695,13
9001,olanzapine/C0232695,7
9002,ciprofloxacin/C0020175,17
9003,atenolol/C0034642,10
9004,metronidazole/C0232695,50
9005,hydromorphone/C0221161,45
9006,oxycodone/C0020175,10
9007,midazolam/C0221161,38
9008,atenolol/C0234238,23
9009,metronidazole/C0020175,12
9010,atenolol/C0015970,7
9011,atenolol/C0020175,3
9012,captopril/C0221161,5
9013,lisinopril/C0028259,25
9014,sertraline/C0028259,14
9015,lorazepam/C0541976,2
9016,acetaminophen/C0156273,3
9017,metronidazole/C0156273,1
9018,lorazepam/C0156273,3
9019,acetaminophen/C0541976,3
9020,metoprolol/C0156273,3
9021,lansoprazole/C0030196,4
9022,metronidazole/C0030196,4
9023,lorazepam/C0030196,8
9024,temazepam/C0240840,1
9025,sevelamer/C0240840,1
9026,temazepam/C0035508,3
9027,midazolam/C0240840,1
9028,temazepam/C0004134,1
9029,sevelamer/C0553713,1
9030,heparin/C0553713,2
9031,nitroglycerin/C0240840,1
9032,temazepam/C0041834,2
9033,fluconazole/C0740651,1
9034,fluconazole/C0240840,1
9035,sevelamer/C0740651,1
9036,heparin/C0740651,1
9037,sevelamer/C0024902,1
9038,nitroglycerin/C0041834,54
9039,fluconazole/C0553713,1
9040,heparin/C0024902,2
9041,fluconazole/C0024902,1
9042,fentanyl/C0240840,1
9043,temazepam/C0008031,3
9044,levetiracetam/C0018681,22
9045,nicardipine/C0184567,14
9046,nicardipine/C0018681,20
9047,nicardipine/C0023222,2
9048,levetiracetam/C0023222,7
9049,hydromorphone/C0023222,17
9050,phenytoin/C0016204,14
9051,terazosin/C0234215,2
9052,dronedarone/C0015970,1
9053,lorazepam/C0857494,2
9054,esmolol/C0231530,2
9055,hydralazine/C0239819,2
9056,tamsulosin/C0015970,2
9057,furosemide/C0751495,3
9058,levetiracetam/C0476273,24
9059,furosemide/C0426390,6
9060,heparin/C0239377,56
9061,dronedarone/C0234215,2
9062,dronedarone/C0476273,1
9063,dronedarone/C0426390,1
9064,dronedarone/C0234238,2
9065,tamsulosin/C0231530,6
9066,furosemide/C0857494,4
9067,levetiracetam/C0232695,11
9068,levetiracetam/C0239819,4
9069,terazosin/C0030193,16
9070,lorazepam/C0158328,1
9071,tamsulosin/C0041834,6
9072,simvastatin/C0149958,5
9073,nitroglycerin/C0037274,33
9074,glycopyrrolate/C0221232,19
9075,dronedarone/C0184567,1
9076,valproate/C0863084,2
9077,esmolol/C0751495,1
9078,heparin/C0149958,15
9079,metoclopramide/C0151205,4
9080,atorvastatin/C0494475,3
9081,midazolam/C0158328,1
9082,metoprolol/C0494475,14
9083,dronedarone/C0149958,1
9084,dronedarone/C0034642,2
9085,dronedarone/C0023380,1
9086,phenylephrine/C0857494,6
9087,midazolam/C0151205,9
9088,atorvastatin/C0158328,3
9089,dronedarone/C0863084,1
9090,dronedarone/C0158328,1
9091,levetiracetam/C0333243,13
9092,tamsulosin/C0149958,2
9093,fosphenytoin/C0158328,1
9094,fosphenytoin/C0476273,3
9095,dronedarone/C0231530,1
9096,terazosin/C0234238,12
9097,dronedarone/C0856099,1
9098,atorvastatin/C0151205,6
9099,simvastatin/C0494475,5
9100,phenytoin/C0948786,10
9101,potassium/C0149958,23
9102,terazosin/C0015644,1
9103,heparin/C0158328,3
9104,valproate/C0149958,2
9105,cefepime/C0158328,1
9106,phenytoin/C0857494,3
9107,dronedarone/C0232695,1
9108,ibuprofen/C0015644,8
9109,terazosin/C0010200,16
9110,hydralazine/C0149958,9
9111,tamsulosin/C0232695,3
9112,dronedarone/C0239377,1
9113,terazosin/C0085631,6
9114,phenylephrine/C0151205,5
9115,terazosin/C0040822,5
9116,furosemide/C0149958,3
9117,tamsulosin/C0857494,1
9118,dronedarone/C0033774,1
9119,hydralazine/C0158328,2
9120,atorvastatin/C0948786,26
9121,esmolol/C0033774,4
9122,dronedarone/C0232487,1
9123,phenytoin/C0158328,1
9124,phenytoin/C0232487,2
9125,levetiracetam/C0158328,2
9126,dronedarone/C0333243,1
9127,dronedarone/C0085631,1
9128,heparin/C0751495,15
9129,nitroglycerin/C0239819,3
9130,dronedarone/C0041834,1
9131,potassium/C0751495,23
9132,heparin/C0494475,15
9133,potassium/C0158328,6
9134,valproate/C0040822,2
9135,dronedarone/C0151205,1
9136,dronedarone/C0205204,1
9137,valproate/C0015970,3
9138,esmolol/C0494475,1
9139,dronedarone/C2004489,1
9140,glycopyrrolate/C0151205,2
9141,metoprolol/C0158328,2
9142,simvastatin/C0239377,14
9143,levetiracetam/C0205204,11
9144,metronidazole/C0158328,1
9145,acetaminophen/C0158328,6
9146,hydralazine/C0751495,9
9147,dronedarone/C0004093,1
9148,lorazepam/C0151205,3
9149,valproate/C0037274,2
9150,tamsulosin/C0856099,6
9151,metoprolol/C0426390,7
9152,metoprolol/C0751495,14
9153,ceftriaxone/C0149958,2
9154,tamsulosin/C0494475,2
9155,nitroglycerin/C0158328,4
9156,dronedarone/C0239819,1
9157,terazosin/C0158328,1
9158,valproate/C0494475,2
9159,simvastatin/C0751495,5
9160,ceftriaxone/C0494475,2
9161,phenylephrine/C0494475,7
9162,simvastatin/C0158328,2
9163,neostigmine/C0221232,19
9164,valproate/C0016204,2
9165,atorvastatin/C0751495,3
9166,terazosin/C0239134,16
9167,atorvastatin/C0149958,3
9168,terazosin/C0033774,5
9169,dronedarone/C0948786,1
9170,metoprolol/C0149958,14
9171,ibuprofen/C0033774,24
9172,terazosin/C0553668,14
9173,fentanyl/C0158328,1
9174,tamsulosin/C0151205,1
9175,dronedarone/C0016204,1
9176,fosphenytoin/C0016204,1
9177,valproate/C0041834,4
9178,phenylephrine/C0751495,7
9179,dronedarone/C0010200,4
9180,simvastatin/C0426390,4
9181,ceftriaxone/C0231530,18
9182,dronedarone/C0221232,1
9183,phenylephrine/C0158328,5
9184,oxycodone/C0426390,3
9185,dronedarone/C0015644,1
9186,phenylephrine/C0239819,5
9187,terazosin/C0231530,1
9188,dronedarone/C0086439,1
9189,terazosin/C0016204,3
9190,dronedarone/C0239134,4
9191,esmolol/C0856099,2
9192,phenytoin/C0232695,7
9193,simvastatin/C0239819,5
9194,levetiracetam/C0426390,3
9195,dronedarone/C0857494,1
9196,dronedarone/C0040822,1
9197,esmolol/C0149958,1
9198,neostigmine/C0151205,2
9199,tamsulosin/C0221232,4
9200,terazosin/C0856099,1
9201,famotidine/C0239377,23
9202,dronedarone/C0030193,2
9203,esmolol/C0015644,2
9204,atorvastatin/C0857494,3
9205,tamsulosin/C0751495,2
9206,valproate/C0751495,2
9207,phenytoin/C0426390,2
9208,dronedarone/C0751495,1
9209,phenytoin/C0239377,6
9210,dronedarone/C0035508,2
9211,ceftriaxone/C0751495,2
9212,terazosin/C0149958,1
9213,dronedarone/C0030232,1
9214,dronedarone/C0037274,1
9215,glycopyrrolate/C0857494,1
9216,phenytoin/C0030232,15
9217,phenylephrine/C0149958,7
9218,terazosin/C0030232,3
9219,fosphenytoin/C0023380,5
9220,nitroglycerin/C0863084,33
9221,dronedarone/C0494475,1
9222,hydralazine/C0494475,9
9223,fosphenytoin/C0030232,3
9224,tamsulosin/C0015644,6
9225,levetiracetam/C0857494,3
9226,metoclopramide/C0158328,5
9227,dronedarone/C0856054,1
9228,cefepime/C0239377,10
9229,simvastatin/C0333243,26
9230,terazosin/C0494475,1
9231,fosphenytoin/C2004489,9
9232,cefazolin/C0857494,2
9233,levetiracetam/C0239377,7
9234,furosemide/C0158328,2
9235,ceftriaxone/C0015644,18
9236,esmolol/C0231218,17
9237,ciprofloxacin/C0426390,4
9238,neostigmine/C0857494,1
9239,tamsulosin/C0004134,10
9240,furosemide/C0494475,3
9241,terazosin/C0751495,1
9242,potassium/C0494475,23
9243,esmolol/C0030193,17
9244,terazosin/C0426390,1
9245,atorvastatin/C0015644,26
9246,atorvastatin/C0231530,26
9247,dronedarone/C0231218,3
9248,ibuprofen/C0231530,8
9249,acetaminophen/C0151205,18
9250,dronedarone/C0553668,1
9251,terazosin/C0023380,6
9252,terazosin/C0035508,8
9253,atorvastatin/C0232695,21
9254,dronedarone/C0004134,1
9255,esmolol/C0040822,1
9256,clonidine/C0043144,33
9257,dexmedetomidine/C0043144,17
9258,potassium/C0854303,29
9259,phenytoin/C0028259,17
9260,hydralazine/C0037011,12
9261,phenytoin/C0232488,4
9262,potassium/C0232488,57
9263,miconazole/C0854303,3
9264,fluticasone/C0221170,9
9265,diltiazem/C0221170,14
9266,famotidine/C0427055,48
9267,fexofenadine/C0234215,10
9268,fexofenadine/C0037011,2
9269,pioglitazone/C0234215,3
9270,lisinopril/C0037011,6
9271,pioglitazone/C0037011,1
9272,lovastatin/C0037011,1
9273,lovastatin/C0030193,1
9274,lovastatin/C0033774,2
9275,pioglitazone/C0033774,1
9276,pioglitazone/C0231218,10
9277,pioglitazone/C0030193,2
9278,lovastatin/C0234215,1
9279,lovastatin/C0231218,2
9280,nitroglycerin/C0232602,17
9281,metoclopramide/C0232602,30
9282,tizanidine/C0231255,1
9283,heparin/C0023222,43
9284,linezolid/C0859032,6
9285,mirtazapine/C0027497,8
9286,mirtazapine/C0231218,47
9287,lisinopril/C0027497,61
9288,diltiazem/C0234238,96
9289,verapamil/C0231255,7
9290,paroxetine/C0027497,14
9291,alendronate/C0231255,1
9292,famotidine/C0028643,31
9293,levetiracetam/C0028643,5
9294,phenytoin/C0028643,8
9295,olanzapine/C0028643,3
9296,dexamethasone/C0030552,17
9297,dexamethasone/C0028643,9
9298,clonidine/C0235299,6
9299,metronidazole/C0233763,11
9300,lorazepam/C0233763,20
9301,nicotine/C0015970,5
9302,fluconazole/C0233763,4
9303,nicotine/C0235299,7
9304,fentanyl/C0235299,29
9305,ibuprofen/C0184567,17
9306,hydralazine/C0015672,27
9307,fluticasone/C0004604,34
9308,glycopyrrolate/C0015672,10
9309,neostigmine/C0015672,8
9310,fluticasone/C0015672,11
9311,triamcinolone/C0234215,3
9312,triamcinolone/C0034642,7
9313,diazepam/C0850149,13
9314,labetalol/C0231255,55
9315,valsartan/C0553668,21
9316,azathioprine/C0086439,3
9317,lorazepam/C0743323,4
9318,clonazepam/C0086439,27
9319,nicardipine/C0856054,3
9320,glutamine/C0231218,8
9321,glutamine/C0553668,6
9322,glutamine/C0030552,2
9323,glutamine/C0856054,2
9324,phenytoin/C0016382,38
9325,ketoconazole/C0016382,2
9326,oxybutynin/C0023380,2
9327,losartan/C0235108,1
9328,losartan/C0023380,8
9329,oxybutynin/C0231255,6
9330,oxybutynin/C0235108,1
9331,dexamethasone/C0235108,16
9332,hydromorphone/C0234369,12
9333,labetalol/C0234369,3
9334,famotidine/C0562483,6
9335,lansoprazole/C0521172,5
9336,midazolam/C0562483,6
9337,ceftriaxone/C0030552,12
9338,simvastatin/C0562483,5
9339,ceftriaxone/C0562483,2
9340,fentanyl/C0562483,10
9341,meropenem/C0521172,10
9342,ondansetron/C0562483,5
9343,simvastatin/C0030552,30
9344,ciprofloxacin/C0016199,8
9345,pantoprazole/C0016199,21
9346,mupirocin/C0859032,3
9347,metoclopramide/C0016199,5
9348,fluconazole/C0232488,6
9349,acyclovir/C0232488,6
9350,mupirocin/C0234238,10
9351,argatroban/C0232488,1
9352,mupirocin/C0232488,4
9353,furosemide/C0232488,19
9354,mupirocin/C0034642,6
9355,verapamil/C0476273,3
9356,alendronate/C0476273,3
9357,ceftazidime/C0476273,20
9358,zolpidem/C0020440,2
9359,captopril/C0020440,3
9360,eptifibatide/C0020440,1
9361,atorvastatin/C0020440,9
9362,bupivacaine/C0030193,27
9363,bupivacaine/C0042963,13
9364,tamsulosin/C0024031,4
9365,hydromorphone/C0016512,5
9366,tamsulosin/C0023222,1
9367,gabapentin/C0024031,14
9368,tamsulosin/C0016512,3
9369,ibuprofen/C0023222,1
9370,gabapentin/C0023222,12
9371,miconazole/C0085593,13
9372,nesiritide/C0235744,1
9373,metoprolol/C0235744,4
9374,acetaminophen/C0235744,10
9375,clopidogrel/C0235744,1
9376,diazepam/C0562483,1
9377,salmeterol/C0002962,1
9378,citalopram/C0004604,28
9379,atropine/C0948786,7
9380,citalopram/C0700590,8
9381,atropine/C0700590,13
9382,citalopram/C0948786,7
9383,tramadol/C0023222,5
9384,tramadol/C0015970,11
9385,clindamycin/C0015970,11
9386,tramadol/C0231749,3
9387,tramadol/C0009806,15
9388,clindamycin/C0009806,3
9389,clindamycin/C0184567,15
9390,pantoprazole/C0220870,12
9391,timolol/C0158252,1
9392,methylprednisolone/C0158252,1
9393,latanoprost/C0221170,3
9394,timolol/C0221170,1
9395,latanoprost/C0158252,1
9396,ondansetron/C0158252,8
9397,lorazepam/C0158252,10
9398,brimonidine/C0221170,2
9399,brimonidine/C0158252,1
9400,leucovorin/C0232695,1
9401,mupirocin/C0000737,3
9402,cisatracurium/C0028259,5
9403,lamivudine/C0004134,4
9404,cisatracurium/C0856099,7
9405,lamivudine/C0476273,2
9406,lamivudine/C0856099,2
9407,leucovorin/C0086439,3
9408,acyclovir/C0028259,12
9409,mupirocin/C0232695,3
9410,haloperidol/C0232695,18
9411,cisatracurium/C0232695,11
9412,cisatracurium/C0476273,15
9413,mupirocin/C0028259,5
9414,mupirocin/C0004134,6
9415,leucovorin/C0856099,1
9416,leucovorin/C0476273,1
9417,lamivudine/C0232695,1
9418,leucovorin/C0004134,2
9419,cisatracurium/C0000737,5
9420,amphotericin/C0234238,3
9421,sertraline/C0232695,3
9422,haloperidol/C0856099,17
9423,timolol/C0000737,7
9424,hydromorphone/C0231749,19
9425,cefazolin/C0476273,22
9426,citalopram/C0004134,20
9427,digoxin/C0235848,4
9428,amiodarone/C0851578,9
9429,furosemide/C0037317,16
9430,sotalol/C0231218,12
9431,bupropion/C0023380,12
9432,amiodarone/C1262141,9
9433,citalopram/C0232695,8
9434,bupropion/C0235848,2
9435,oseltamivir/C2004489,11
9436,midodrine/C0235848,1
9437,sotalol/C0085593,2
9438,furosemide/C0851578,16
9439,bupropion/C0009806,10
9440,oseltamivir/C0086439,18
9441,amiodarone/C0235848,13
9442,sotalol/C0401151,5
9443,heparin/C1262141,38
9444,citalopram/C0235848,4
9445,bupropion/C0085593,5
9446,amiodarone/C0232695,25
9447,sotalol/C0027497,6
9448,sotalol/C0042963,7
9449,sotalol/C0740441,5
9450,heparin/C0851578,38
9451,heparin/C0037317,38
9452,oseltamivir/C0034642,15
9453,amiodarone/C0037317,9
9454,digoxin/C0085593,6
9455,furosemide/C1262141,16
9456,stavudine/C0235299,2
9457,metoclopramide/C0235299,15
9458,nevirapine/C0235299,1
9459,nevirapine/C2004489,2
9460,stavudine/C0034642,2
9461,venlafaxine/C0235299,3
9462,fluticasone/C0235299,8
9463,tenofovir/C0235299,1
9464,stavudine/C0030193,1
9465,famciclovir/C0030193,1
9466,trazodone/C0235299,7
9467,nevirapine/C0034642,1
9468,propranolol/C0235299,2
9469,famciclovir/C0235299,1
9470,nevirapine/C0030193,2
9471,bromocriptine/C2004489,1
9472,bromocriptine/C0401151,1
9473,bromocriptine/C0235108,1
9474,bromocriptine/C0740441,1
9475,bromocriptine/C0030196,1
9476,cefazolin/C0041834,25
9477,clonazepam/C0740441,13
9478,zolpidem/C0235108,10
9479,clonazepam/C0030196,2
9480,clonazepam/C0015970,11
9481,atropine/C0232495,3
9482,linezolid/C0232495,3
9483,clonazepam/C0232495,2
9484,clonazepam/C0401151,13
9485,acetaminophen/C0030196,26
9486,bromocriptine/C0553668,1
9487,bromocriptine/C0015970,1
9488,bromocriptine/C0030193,1
9489,ibuprofen/C0232495,2
9490,bromocriptine/C0232495,1
9491,bromocriptine/C0086439,1
9492,bromocriptine/C0041834,1
9493,heparin/C0030196,25
9494,linezolid/C0030196,3
9495,bupivacaine/C0000737,8
9496,phenylephrine/C0026821,19
9497,phenylephrine/C0235299,14
9498,ketorolac/C0039070,12
9499,ezetimibe/C0039070,4
9500,ezetimibe/C0004604,9
9501,ibuprofen/C0235848,4
9502,terazosin/C0039070,6
9503,omeprazole/C0235848,7
9504,terazosin/C0034642,3
9505,ibuprofen/C0039070,18
9506,tacrolimus/C0000737,21
9507,terazosin/C0004604,5
9508,tacrolimus/C0039070,7
9509,sertraline/C0000737,14
9510,ezetimibe/C0034642,8
9511,terazosin/C0008031,4
9512,tacrolimus/C0235848,2
9513,ketorolac/C0235848,4
9514,ezetimibe/C0235848,5
9515,terazosin/C0184567,2
9516,terazosin/C0000737,4
